AEO	Stock
BEPC	MUTF?
DHR	Stock
DIN	Stock
DLAKY	MUTF?
HPI	Stock
HTD	Stock
KSS	Stock
M	Stock
PFF	Stock
SCHD	Stock
SDY	Stock
UTF	Stock
VIG	Stock
WHR	Stock
WY	Stock
AEO	Stock
AY	Stock
UTF	Stock
DIN	Stock
HPI	Stock
HTD	Stock
HASI	Stock
THQ	Stock
WY	Stock
VMFXX	MUTF
